RegulatedEntityId,Regulated Entity Name,Regulated Entity Group,Donations Value,Donation Events,Donation Mean
1863.0,Gemma Doyle,Very Small Entity,10360.11,4,2590.0275
1864.0,Caroline Lucas,Small Medium Entity,200740.0,21,9559.047619047618
1865.0,Richard Ottaway,Very Small Entity,3212.0,2,1606.0
1866.0,David Rutley,Single Donation Entity,2490.0,1,2490.0
1867.0,Anas Sarwar,Small Medium Entity,232191.43,17,13658.319411764704
1868.0,Ken Macintosh,Very Small Entity,13025.0,5,2605.0
1869.0,Conservative Friends Of International Development,Single Donation Entity,10000.0,1,10000.0
1874.0,Hersham Village Society,Single Donation Entity,204888.2,1,204888.2
1877.0,Chris Skidmore,Single Donation Entity,3600.0,1,3600.0
1878.0,Nick Smith,Very Small Entity,8654.48,3,2884.8266666666664
1879.0,David Tredinnick,Single Donation Entity,3025.0,1,3025.0
1880.0,Richard Graham,Small Entity,39374.5,11,3579.5
1883.0,Patrick Harvie,Single Donation Entity,5316.0,1,5316.0
1893.0,Stephen Metcalfe,Very Small Entity,25302.0,5,5060.4
1894.0,George Hollingbery,Single Donation Entity,3000.0,1,3000.0
1895.0,Fabian Society,Small Entity,86753.0,9,9639.222222222224
1896.0,Rhoda Grant,Very Small Entity,11155.19,3,3718.396666666666
1898.0,Ben Bradshaw,Small Entity,19929.47,7,2847.067142857143
1899.0,The Rt Hon Jeffrey Donaldson Mp,Single Donation Entity,2700.0,1,2700.0
1900.0,Robert Flello,Small Entity,39675.0,8,4959.375
1901.0,Philip Hollobone,Small Entity,32960.74,9,3662.304444444444
1902.0,Hanzala Malik,Single Donation Entity,6500.0,1,6500.0
1909.0,Nick De Bois,Very Small Entity,7200.0,2,3600.0
1914.0,Conservative Friends Of India,Small Entity,62301.0,8,7787.625
1916.0,Richard Baker,Very Small Entity,14900.0,2,7450.0
1920.0,Fulham Group,Single Donation Entity,25000.0,1,25000.0
1921.0,Nicola Blackwood,Very Small Entity,6851.09,2,3425.545
1922.0,Richard Harrington,Small Entity,52696.0,6,8782.666666666666
1923.0,Meg Hillier,Very Small Entity,11116.25,3,3705.4166666666665
1924.0,Chinyelu Onwurah,Very Small Entity,9909.19,4,2477.2975
1925.0,Yvette Cooper,Small Medium Entity,903933.31,70,12913.333
1926.0,Caroline Flint,Small Medium Entity,76843.58,20,3842.179
1927.0,Rebecca Harris,Very Small Entity,18638.66,4,4659.665
1928.0,Amber Rudd,Very Small Entity,3381.91,2,1690.955
1929.0,Andrew Stephenson,Small Entity,34307.21,8,4288.40125
1930.0,Clive Grunshaw,Very Small Entity,5000.0,2,2500.0
1935.0,Dan Jarvis,Small Medium Entity,486117.19,43,11305.05093023256
1936.0,George Mudie,Single Donation Entity,4500.0,1,4500.0
1937.0,Claire Perry,Single Donation Entity,9939.39,1,9939.39
1938.0,Bob Russell,Single Donation Entity,5222.0,1,5222.0
1939.0,Shaun Woodward,Very Small Entity,18550.0,3,6183.333333333333
1941.0,Aidan Burley,Very Small Entity,11400.0,3,3800.0
1942.0,Nigel Mills,Single Donation Entity,1558.0,1,1558.0
1943.0,Laura Sandys,Single Donation Entity,3691.93,1,3691.93
1944.0,David Morris,Small Medium Entity,115082.67,30,3836.089
1959.0,Gareth Johnson,Very Small Entity,3920.0,2,1960.0
1962.0,Democracy 2015,Very Small Entity,19114.74,4,4778.685
1972.0,Don'T Cook Party,Very Small Entity,75000.0,2,37500.0
1985.0,David Burrowes,Single Donation Entity,2276.0,1,2276.0
1986.0,Life,Very Small Entity,12569.02,3,4189.673333333333
1996.0,Jessica Lee,Single Donation Entity,1511.0,1,1511.0
1997.0,Alun Cairns,Small Medium Entity,72149.73,16,4509.358125
1998.0,Gloria De Piero,Very Small Entity,6000.0,3,2000.0
1999.0,Helen Goodman,Very Small Entity,40590.23,5,8118.046
2000.0,George Galloway,Very Small Entity,4782.35,2,2391.175
2001.0,John Howell,Small Entity,17410.46,6,2901.7433333333333
2002.0,Adrian Bailey,Single Donation Entity,4973.39,1,4973.39
2003.0,Lucy Powell,Small Entity,84004.0,9,9333.777777777776
2004.0,Jonathan Reynolds,Small Entity,31352.92,8,3919.115
2005.0,Stephen Timms,Small Entity,72579.0,14,5184.214285714285
2018.0,Oliver Colvile,Very Small Entity,13074.0,4,3268.5
2021.0,Stella Creasy,Small Entity,18832.0,6,3138.6666666666665
2022.0,Jack Lopresti,Small Entity,63119.78,15,4207.985333333333
2023.0,Andy Mcdonald,Small Entity,106485.5,8,13310.6875
2039.0,Richard Bacon,Very Small Entity,15891.19,5,3178.2380000000003
2041.0,Jeremy Lefroy,Small Entity,25577.85,12,2131.4875
2055.0,Yorkshire Party,Very Small Entity,18998.0,3,6332.666666666667
2059.0,Graham Jones,Very Small Entity,16125.0,5,3225.0
2060.0,Guy Opperman,Small Entity,35184.24,11,3198.5672727272727
2061.0,John Lamont,Small Entity,18858.0,7,2694.0
2070.0,Graham Evans,Very Small Entity,16319.92,3,5439.973333333333
2072.0,Martin Vickers,Small Entity,34839.770000000004,11,3167.251818181818
2073.0,Nic Dakin,Very Small Entity,5153.0,2,2576.5
2074.0,Conservative Councillors' Association,Small Entity,100680.0,14,7191.428571428572
2080.0,Tom Greatrex,Very Small Entity,9859.44,3,3286.48
2081.0,Norman Lamb,Small Medium Entity,76750.5,23,3336.978260869565
2082.0,John Biggs,Very Small Entity,6000.0,2,3000.0
2093.0,Margaret Hodge,Small Entity,31373.17,6,5228.861666666667
2094.0,Brandon Lewis,Small Medium Entity,544567.95,95,5732.294210526316
2096.0,Ben Wallace,Single Donation Entity,3500.0,1,3500.0
2097.0,Alexandra Mayer,Single Donation Entity,11692.0,1,11692.0
2098.0,Lucy Anderson,Very Small Entity,19710.0,4,4927.5
2099.0,Vicky Foxcroft,Very Small Entity,12349.44,3,4116.4800000000005
2102.0,Frank Field,Small Entity,66909.7,6,11151.616666666669
2103.0,Ben Gummer,Very Small Entity,7289.19,2,3644.595
2104.0,Sadiq Khan,Small Medium Entity,363956.0,41,8876.975609756097
2105.0,Emma Lewell-Buck,Very Small Entity,3154.78,2,1577.39
2106.0,Gavin Shuker,Single Donation Entity,2950.0,1,2950.0
2109.0,Sanchia Alasia,Very Small Entity,3520.0,2,1760.0
2110.0,Sebastian Dance,Single Donation Entity,2500.0,1,2500.0
2111.0,Judith Kirton-Darling,Very Small Entity,16275.54,2,8137.77
2112.0,Jayne Shotton,Single Donation Entity,8728.87,1,8728.87
2114.0,Catherine West,Small Entity,19741.98,7,2820.282857142857
2128.0,Mick Antoniw,Very Small Entity,23000.0,3,7666.666666666667
2129.0,Ivana Bartoletti,Single Donation Entity,4125.0,1,4125.0
2130.0,Conservative Friends Of Pakistan,Very Small Entity,18900.0,3,6300.0
2131.0,Margaret Hughes,Very Small Entity,17817.82,2,8908.91
2132.0,Kamaljeet Jandu,Single Donation Entity,17357.0,1,17357.0
2133.0,Nancy Platts,Very Small Entity,2737.37,2,1368.685
2134.0,Angela Rayner,Small Medium Entity,337466.48,35,9641.899428571429
2135.0,Stevenage First,Single Donation Entity,8000.0,1,8000.0
2136.0,Independent Labour Group,Single Donation Entity,8000.0,1,8000.0
2137.0,All People'S Party,Small Medium Entity,116899.47,16,7306.216875
2145.0,Thérèse Coffey,Very Small Entity,33574.09,4,8393.5225
2146.0,Paul Brannen,Single Donation Entity,2000.0,1,2000.0
2147.0,Lutfur Rahman,Very Small Entity,6000.0,2,3000.0
2149.0,Policy Network And Communications Ltd,Very Small Entity,291349.5,4,72837.375
2150.0,James Watkins,Single Donation Entity,12993.8,1,12993.8
2151.0,Clare Moody,Single Donation Entity,12455.87,1,12455.87
2155.0,Tower Hamlets First,Single Donation Entity,36975.39,1,36975.39
2157.0,Michelle Donelan,Small Medium Entity,125383.14,23,5451.440869565217
2158.0,Linda Woodings,Single Donation Entity,6704.0,1,6704.0
2173.0,Jake Berry,Small Entity,41920.65,6,6986.775000000001
2174.0,Ronnie Campbell,Single Donation Entity,3810.0,1,3810.0
2175.0,Mike Crockart,Single Donation Entity,3810.0,1,3810.0
2188.0,Jim Eadie,Single Donation Entity,3108.0,1,3108.0
2189.0,Margaret Mitchell,Single Donation Entity,3108.0,1,3108.0
2190.0,Society Of Conservative Lawyers,Small Entity,439454.71,6,73242.45166666666
2192.0,Anne-Marie Trevelyan,Small Medium Entity,47805.82,22,2172.991818181818
2209.0,Yes Scotland Limited,Small Medium Entity,2431000.0,25,97240.0
2217.0,Ian Austin,Small Entity,63783.0,13,4906.384615384615
2218.0,Jackie Doyle-Price,Very Small Entity,8410.380000000001,3,2803.4600000000005
2220.0,Lucy Allan,Single Donation Entity,2000.0,1,2000.0
2221.0,Mohammad Asghar,Very Small Entity,4000.0,2,2000.0
2222.0,Steve Bell,Single Donation Entity,2000.0,1,2000.0
2223.0,James Heappy,Very Small Entity,9802.0,2,4901.0
2224.0,Royston Smith,Very Small Entity,13835.0,4,3458.75
2225.0,David Warburton,Small Medium Entity,169516.0,20,8475.8
2249.0,Vernon Coaker,Very Small Entity,4663.42,2,2331.71
2250.0,Stephen Dorrell,Single Donation Entity,5000.0,1,5000.0
2251.0,Michael Mccann,Single Donation Entity,3000.0,1,3000.0
2252.0,Adrian Sanders,Very Small Entity,5500.0,2,2750.0
2254.0,Mike Weatherley,Very Small Entity,18674.0,4,4668.5
2256.0,Matthew Pennycook,Single Donation Entity,2885.35,1,2885.35
2257.0,Anthony Cox,Very Small Entity,12500.0,2,6250.0
2258.0,Christopher Green,Very Small Entity,34216.82,4,8554.205
2259.0,Rowenna Davis,Small Entity,62145.0,10,6214.5
2296.0,Helen Hayes,Very Small Entity,7495.0,4,1873.75
2298.0,George Ferguson,Very Small Entity,4589.0,2,2294.5
2304.0,No Borders Campaign,Very Small Entity,125000.0,5,25000.0
2307.0,Campaign For British Influence In Europe Limited,Small Entity,563000.0,15,37533.333333333336
2321.0,Kevin Barron,Very Small Entity,6470.0,2,3235.0
2322.0,Alistair Burt,Small Entity,58650.0,12,4887.5
2323.0,James Clappison,Single Donation Entity,2000.0,1,2000.0
2326.0,Rebecca Pow,Small Entity,55777.24,13,4290.556923076923
2329.0,Better Together 2012 Ltd,Small Medium Entity,2477746.0,47,52718.0
2354.0,Business For Scotland Ltd,Small Entity,209120.0,8,26140.0
2360.0,John Woodcock,Small Entity,36373.67,8,4546.70875
2361.0,Guto Bebb,Small Entity,38484.66,9,4276.073333333334
2362.0,Alistair Darling,Single Donation Entity,7312.42,1,7312.42
2363.0,Sarah Newtonn,Very Small Entity,9699.22,3,3233.0733333333333
2364.0,Anna Soubry,Single Donation Entity,5000.0,1,5000.0
2365.0,William Goodhand,Small Entity,29500.0,7,4214.285714285715
2383.0,Christians For Independence,Single Donation Entity,100000.0,1,100000.0
2392.0,Angus Macdonald,Very Small Entity,28780.0,2,14390.0
2402.0,Neil Parish,Very Small Entity,4675.0,2,2337.5
2403.0,Redbridge Labour Group,Small Entity,19850.0,7,2835.714285714286
2416.0,Wfs2014 Ltd,Very Small Entity,30000.0,3,10000.0
2420.0,Scottish Research Society,Single Donation Entity,74747.47,1,74747.47
2423.0,Stephen Mccabe,Small Entity,28514.17,11,2592.197272727273
2427.0,Cumbria Broadband Rural And Community Projects Limited,Very Small Entity,20145.0,3,6715.0
2429.0,Let'S Stay Together,Small Entity,111501.0,8,13937.625
2431.0,Better With Scotland,Single Donation Entity,20723.5,1,20723.5
2435.0,Political Animal Lobby Ltd,Very Small Entity,17636.21,2,8818.105
2450.0,James Heappey,Small Medium Entity,128907.41,21,6138.448095238095
2451.0,Rhun Ap Iorwerth,Very Small Entity,5221.32,2,2610.66
2452.0,Alun Craig Williams,Single Donation Entity,1600.0,1,1600.0
2453.0,Afzal Amin,Single Donation Entity,1600.0,1,1600.0
2455.0,Tracey Crouch,Very Small Entity,5800.0,2,2900.0
2456.0,John Glen,Very Small Entity,14581.27,3,4860.423333333333
2459.0,Tessa Munt,Single Donation Entity,3000.0,1,3000.0
2460.0,Albert Owen,Single Donation Entity,2453.15,1,2453.15
2471.0,Martin Horwood,Single Donation Entity,2400.0,1,2400.0
2489.0,Campaign For Nuclear Disarmament,Very Small Entity,20184.0,2,10092.0
2521.0,Seema Louise Ghiassi Kennedy,Small Entity,34250.0,6,5708.333333333333
2522.0,Ian Lavery,Very Small Entity,10604.14,3,3534.713333333333
2523.0,Deep Blue,Single Donation Entity,2500.0,1,2500.0
2552.0,Cannabis Is Safer Than Alcohol,Small Medium Entity,216115.54,69,3132.109275362319
2555.0,Sarah Champion,Small Entity,26091.34,6,4348.556666666666
2559.0,Kezia Dugdale,Small Entity,31579.26,7,4511.322857142857
2570.0,Centre For Labour & Social Studies (Class),Very Small Entity,93240.0,4,23310.0
2578.0,Fabian Society,Small Entity,14300.0,2,7150.0
2585.0,Angela Eagle,Small Medium Entity,204899.74,17,12052.92588235294
2586.0,Daniel Poulter,Single Donation Entity,12500.0,1,12500.0
2587.0,Tom Brake,Small Entity,49701.0,11,4518.272727272727
2588.0,George Eustice,Very Small Entity,7380.63,3,2460.21
2590.0,Shabana Mahmood,Small Entity,122065.94,11,11096.903636363637
2591.0,Mark Reckless,Single Donation Entity,13000.0,1,13000.0
2592.0,Carlton Club,Small Entity,283850.0,10,28385.0
2593.0,Raymond Finch,Single Donation Entity,7500.0,1,7500.0
2594.0,Neil Findlay,Small Entity,41098.16,14,2935.5828571428574
2598.0,Johnny Mercer,Small Medium Entity,99903.63,29,3444.95275862069
2599.0,Britain Yearly Meeting Of Religious Society Of Friends (Quakers),Very Small Entity,28500.0,4,7125.0
2623.0,Cruelty Free International,Single Donation Entity,600.0,1,600.0
2652.0,Radical Party,Small Medium Entity,52852.0,16,3303.25
2679.0,Simon Marcus,Single Donation Entity,2000.0,1,2000.0
2736.0,British Institute Of Human Rights,Single Donation Entity,5573.0,1,5573.0
2739.0,Karen Bradley,Single Donation Entity,5000.0,1,5000.0
2740.0,John Stevenson,Small Medium Entity,115000.0,22,5227.272727272727
2745.0,Network For Animals Ltd,Very Small Entity,36271.8,3,12090.6
2747.0,Mark Bradshaw,Single Donation Entity,5000.0,1,5000.0
2755.0,Women'S Equality Party,Medium Entity,1869585.29,130,14381.425307692309
2786.0,Labour People Ltd,Small Entity,70000.0,7,10000.0
2797.0,Stephen Greenhalgh,Very Small Entity,17276.0,5,3455.2
2799.0,No Balls Ball,Very Small Entity,25450.0,2,12725.0
2809.0,David Stewart,Very Small Entity,8220.0,2,4110.0
2810.0,Nusrat Ghani,Small Entity,35346.0,7,5049.428571428572
2813.0,Angela Rayner,Small Medium Entity,22332.18,2,11166.09
2814.0,Melanie Onn,Very Small Entity,16300.0,2,8150.0
2815.0,David Mackintosh,Very Small Entity,8037.0,3,2679.0
2816.0,Tulip Siddiq,Very Small Entity,45835.0,2,22917.5
2817.0,Derek Thomas,Very Small Entity,36613.0,4,9153.25
2818.0,Tom Tugendhat,Small Medium Entity,827461.53,60,13791.0255
2819.0,Craig Williams,Very Small Entity,13252.06,4,3313.015
2821.0,Tania Mathias,Very Small Entity,19500.0,4,4875.0
2828.0,Gordon Matheson,Very Small Entity,26045.89,3,8681.963333333333
2829.0,Liz Kendall,Small Medium Entity,174075.0,27,6447.222222222223
2831.0,Kevin Foster,Very Small Entity,14080.39,3,4693.463333333333
2839.0,Justine Greening,Single Donation Entity,3354.83,1,3354.83
2842.0,Clive Lewis,Small Medium Entity,290114.95,39,7438.844871794872
2843.0,Holly Lynch,Very Small Entity,27921.0,5,5584.2
2844.0,Eric Pickles,Very Small Entity,15800.0,4,3950.0
2845.0,Mary Robinson,Very Small Entity,23494.14,5,4698.828
2846.0,Alex Rowley,Very Small Entity,7000.0,2,3500.0
2855.0,Gareth Thomas,Very Small Entity,8500.0,3,2833.333333333333
2856.0,Paul Scully,Small Entity,28776.07,9,3197.341111111111
2857.0,Will Quince,Small Medium Entity,48068.59,20,2403.4295
2858.0,Kate Osamor,Very Small Entity,13895.33,5,2779.066
2859.0,Alan Mak,Small Medium Entity,228802.88,35,6537.225142857143
2860.0,Andrea Jenkyns,Small Medium Entity,93936.17,19,4944.008947368421
2861.0,Suella Fernandes,Very Small Entity,17400.0,5,3480.0
2862.0,Byron Davies,Very Small Entity,11946.0,2,5973.0
2863.0,James Cleverly,Small Medium Entity,325469.35,34,9572.62794117647
2864.0,Lisa Cameron,Small Entity,49969.03,13,3843.7715384615385
2865.0,Hannah Bardell,Very Small Entity,7437.09,2,3718.545
2866.0,Caroline Ansell,Small Entity,68610.55,7,9801.507142857145
2867.0,Tasmina Ahmed-Sheikh,Very Small Entity,10377.09,3,3459.03
2868.0,John Bell,Single Donation Entity,1600.0,1,1600.0
2869.0,Zac Goldsmith,Single Donation Entity,50000.0,1,50000.0
2885.0,Robert Jenrick,Small Medium Entity,833283.16,62,13440.050967741936
2886.0,Mike Kane Mp,Very Small Entity,40367.6,3,13455.866666666669
2887.0,Anne Main,Very Small Entity,4260.0,2,2130.0
2889.0,Mark Pawsey,Very Small Entity,16004.78,5,3200.956
2890.0,Tom Pursglove,Very Small Entity,5402.0,3,1800.6666666666667
2891.0,Jamie Reed,Very Small Entity,4539.5,2,2269.75
2892.0,Daniel Zeichner,Single Donation Entity,2998.65,1,2998.65
3902.0,Ashfield Independents,Very Small Entity,8400.0,2,4200.0
3906.0,Scottish Libertarian Party [De-Registered 11/11/22],Very Small Entity,17467.57,4,4366.8925
3908.0,Helen Whately,Very Small Entity,12404.0,4,3101.0
3909.0,Natalie Mcgarry,Single Donation Entity,1977.11,1,1977.11
3910.0,Alison Mcgovern,Small Entity,21703.43,11,1973.0390909090909
3911.0,Mark Garnier,Small Entity,42746.24,10,4274.624
3912.0,Labour Together,Medium Entity,7990390.0,114,70091.14035087719
3930.0,Gary Godden,Single Donation Entity,5211.72,1,5211.72
3931.0,Peter Kyle,Small Medium Entity,275596.59,28,9842.735357142858
3932.0,Jo Stevens,Very Small Entity,20757.0,3,6919.0
3933.0,Karl Turner,Very Small Entity,9846.0,4,2461.5
3942.0,In Campaign Ltd,Medium Large Entity,24228109.1,206,117612.1800970874
3945.0,Vote Leave Limited,Medium Large Entity,19671643.0,251,78373.0796812749
3950.0,Conservatives In Ltd,Small Medium Entity,1798815.76,75,23984.21013333333
3953.0,Grassroots Out Ltd,Small Medium Entity,2611474.76,18,145081.9311111111
3963.0,Mhairi Black,Single Donation Entity,2851.0,1,2851.0
3964.0,Jess Phillips,Small Entity,87076.37,14,6219.740714285714
3965.0,Conservative Friends Of Chinese,Single Donation Entity,11250.0,1,11250.0
3966.0,Mark Macmillan,Single Donation Entity,2000.0,1,2000.0
3974.0,Leave.Eu Group Ltd,Very Small Entity,6400599.0,3,2133533.0
3979.0,Global Britain Limited,Very Small Entity,470520.89,3,156840.29666666666
3989.0,Wagtv Limited,Small Entity,290000.0,10,29000.0
3999.0,Another Europe Is Possible,Very Small Entity,15320.0,2,7660.0
4001.0,Go Movement Ltd,Very Small Entity,45025.92,5,9005.184
4010.0,Northumberland Dining Club,Small Entity,79477.86,10,7947.786
4011.0,James Morris,Small Entity,82200.0,8,10275.0
4012.0,Bob Stewart,Small Entity,25738.83,7,3676.975714285714
4013.0,Chris Evans,Single Donation Entity,4837.0,1,4837.0
4014.0,David Jones,Very Small Entity,14770.26,4,3692.565
4015.0,Chris Leslie,Small Entity,44614.81,9,4957.201111111111
4016.0,Karl Mccartney,Single Donation Entity,10397.0,1,10397.0
4018.0,Stephen Phillips,Single Donation Entity,4837.0,1,4837.0
4019.0,Naz Shah,Small Medium Entity,97038.96,20,4851.948
4022.0,European Movement Of Uk Ltd,Small Medium Entity,546239.0,54,10115.537037037036
4027.0,Trade Unionists Against European Union,Small Medium Entity,168000.0,16,10500.0
4031.0,Darren Grimes,Small Entity,1350630.36,8,168828.79499999998
4045.0,Imaginexit Limited,Very Small Entity,50000.0,5,10000.0
4046.0,Friends Of Earth Trust,Very Small Entity,60000.0,2,30000.0
4050.0,London First,Single Donation Entity,10000.0,1,10000.0
4065.0,Scientists For Eu Limited,Very Small Entity,460000.0,4,115000.0
4079.0,Bruges Group,Small Entity,100000.0,6,16666.666666666668
4092.0,Edward Argar,Very Small Entity,13217.0,4,3304.25
4093.0,Jonathan Ashworth,Very Small Entity,11335.0,3,3778.3333333333335
4094.0,Chris Davies,Very Small Entity,16749.9,3,5583.3
4095.0,Simon Hart,Small Medium Entity,105731.66,16,6608.22875
4096.0,Craig Mackinlay,Very Small Entity,4500.0,2,2250.0
4097.0,Amanda Milling,Single Donation Entity,2000.0,1,2000.0
4098.0,David Nuttall,Single Donation Entity,2179.18,1,2179.18
4099.0,Paula Sherriff,Small Entity,28524.14,7,4074.877142857143
4100.0,Craig Tracey,Single Donation Entity,2000.0,1,2000.0
4101.0,Martyn Underhill,Single Donation Entity,30000.0,1,30000.0
4102.0,Peter Dowd,Single Donation Entity,3114.84,1,3114.84
4103.0,Oliver Dowden,Very Small Entity,34362.99,4,8590.7475
4104.0,Lucy Frazer,Very Small Entity,42067.0,3,14022.333333333334
4105.0,Kate Green,Small Entity,67205.0,7,9600.714285714286
4106.0,Julian Knight,Single Donation Entity,10867.0,1,10867.0
4107.0,Christian Matheson,Very Small Entity,11651.99,4,2912.9975
4108.0,Callum Mccaig,Single Donation Entity,2075.0,1,2075.0
4109.0,Jeff Smith,Very Small Entity,20889.82,4,5222.455
4114.0,Veterans For Britain,Very Small Entity,200000.0,3,66666.66666666667
4120.0,Michelle Ovens Ltd,Very Small Entity,195000.0,3,65000.0
4130.0,Democracy Movement,Very Small Entity,845614.52,4,211403.63
4135.0,Social Market Foundation,Single Donation Entity,12500.0,1,12500.0
4139.0,We Are Europe,Small Medium Entity,685000.0,23,29782.60869565217
4142.0,Wolfgang Tillmans,Very Small Entity,18000.0,2,9000.0
4144.0,Labour Leave Limited,Small Entity,375000.0,9,41666.66666666666
4154.0,Paul Dennett,Single Donation Entity,5000.0,1,5000.0
4155.0,Paul Bell,Single Donation Entity,10000.0,1,10000.0
4156.0,Jeremy Peter Middleton,Single Donation Entity,2000.0,1,2000.0
4157.0,Flick Drummond,Single Donation Entity,2800.0,1,2800.0
4158.0,Stephen Kinnock,Small Medium Entity,99693.74,17,5864.337647058824
4160.0,Mark Spencer,Single Donation Entity,3000.0,1,3000.0
4164.0,Green-Leaves,Very Small Entity,20000.0,2,10000.0
4171.0,Wake Up And Vote,Very Small Entity,200000.0,2,100000.0
4173.0,Ddb Uk Limited,Small Entity,191000.0,7,27285.714285714286
4174.0,Best For Our Future Ltd,Small Entity,848000.0,12,70666.66666666667
4177.0,Edward Izzard,Very Small Entity,16500.0,2,8250.0
4184.0,Economists For Brexit,Very Small Entity,60000.0,4,15000.0
4185.0,MusliFor Gb Limited,Very Small Entity,20000.0,2,10000.0
4188.0,Brexit Express,Small Entity,1256032.54,7,179433.22
4189.0,Virgin Management Limited,Very Small Entity,420000.0,2,210000.0
4200.0,Proud Robinson Ltd,Very Small Entity,76000.0,2,38000.0
4202.0,Paul Monaghan,Single Donation Entity,3820.44,1,3820.44
4203.0,Rebecca Bailey,Small Entity,486366.36,14,34740.45428571429
4212.0,Economists For Remain,Single Donation Entity,22565.0,1,22565.0
4236.0,Pat Mcfadden,Small Entity,46500.0,9,5166.666666666667
4237.0,Conor Mcginn,Very Small Entity,15434.77,5,3086.954
4238.0,Maria Caulfield,Very Small Entity,4500.0,2,2250.0
4239.0,James Davies,Very Small Entity,10000.0,3,3333.333333333333
4240.0,Stuart Blair Donaldson,Very Small Entity,5871.0,2,2935.5
4241.0,Yvonne Fovargue,Very Small Entity,6758.06,2,3379.03
4242.0,Ranil Jayawardena,Small Entity,121867.18,14,8704.798571428571
4243.0,Steve Rotheram,Small Entity,89900.0,9,9988.888888888889
4244.0,Angela Smith,Single Donation Entity,2958.06,1,2958.06
4247.0,Labour Tomorrow Ltd,Small Entity,335400.0,9,37266.66666666666
5253.0,Momentum,Very Small Entity,68178.45999999999,5,13635.692
5254.0,Steve Double,Very Small Entity,43400.0,5,8680.0
5255.0,Steve Bedser,Single Donation Entity,2341.64,1,2341.64
5263.0,Rupa Huq,Small Entity,30964.99,9,3440.554444444444
5264.0,Mike Wood,Very Small Entity,5050.0,2,2525.0
5265.0,William Wragg,Single Donation Entity,2500.0,1,2500.0
5266.0,Jamie Greene,Very Small Entity,8000.0,2,4000.0
5267.0,Maurice Golden,Single Donation Entity,2000.0,1,2000.0
5268.0,Douglas Ross,Very Small Entity,47000.0,3,15666.666666666666
5269.0,Ross Thomson,Very Small Entity,26037.75,4,6509.4375
5270.0,Jenny Gilruth,Single Donation Entity,8579.26,1,8579.26
5271.0,Annie Wells,Single Donation Entity,2000.0,1,2000.0
5277.0,Conservative Voice Limited,Small Entity,80000.0,6,13333.333333333334
5279.0,Saving Labour,Small Entity,157460.0,7,22494.285714285717
5280.0,Martyn Day,Very Small Entity,12329.23,3,4109.743333333333
5281.0,Nigel Huddleston,Small Entity,22152.4,7,3164.628571428572
5282.0,Chris Law,Very Small Entity,7175.88,2,3587.94
5283.0,Owen Smith,Small Medium Entity,866905.12,62,13982.34064516129
5284.0,Andrew Turner,Single Donation Entity,2500.0,1,2500.0
5285.0,Rachael Hamilton,Single Donation Entity,2000.0,1,2000.0
5286.0,Oliver Mundell,Single Donation Entity,2000.0,1,2000.0
6304.0,Alec Shelbrooke,Very Small Entity,6860.0,3,2286.6666666666665
6305.0,Glyn Davies,Single Donation Entity,1768.0,1,1768.0
6306.0,Ian Mearns,Small Entity,173483.2,10,17348.32
6308.0,Michael Tomlinson,Very Small Entity,27473.91,5,5494.782
6309.0,Scott Mann,Very Small Entity,6800.0,2,3400.0
6310.0,Stephen Gethins,Very Small Entity,15542.63,5,3108.5260000000003
6311.0,Alexander Stewart,Very Small Entity,8429.96,2,4214.98
6312.0,Clare Haughey,Very Small Entity,8453.0,2,4226.5
6326.0,Steven Paterson,Single Donation Entity,3800.0,1,3800.0
6327.0,Michelle Thomson,Very Small Entity,5623.9400000000005,2,2811.9700000000003
6328.0,Dame Rosie Winterton,Very Small Entity,9600.0,3,3200.0
6329.0,Chris Stephens,Small Entity,188345.0,7,26906.42857142857
6340.0,Tracy Brabin,Very Small Entity,10900.0,2,5450.0
6341.0,Ben Howlett,Single Donation Entity,3042.5,1,3042.5
6345.0,Keir Starmer,Small Medium Entity,749741.71,70,10710.595857142856
6346.0,Wes Streeting,Small Medium Entity,682489.06,58,11767.05275862069
6375.0,Louise Haigh,Very Small Entity,5185.0,2,2592.5
6376.0,Liz Mcinnes,Very Small Entity,5367.0,2,2683.5
6377.0,Richard Fuller,Single Donation Entity,10000.0,1,10000.0
6378.0,Ruth Smeeth,Single Donation Entity,3000.0,1,3000.0
6380.0,Scottish Family Party,Single Donation Entity,8000.0,1,8000.0
6397.0,Alan Brown,Single Donation Entity,5100.0,1,5100.0
6398.0,Gavin Newlands,Single Donation Entity,5100.0,1,5100.0
6399.0,Jack Dromey,Single Donation Entity,5000.0,1,5000.0
6400.0,Kate Hollern,Very Small Entity,17467.33,3,5822.443333333334
6417.0,Sean Anstee,Small Medium Entity,100838.77,20,5041.9385
6422.0,Sion Simon,Single Donation Entity,4321.0,1,4321.0
6423.0,Andrew Bingham,Single Donation Entity,1840.0,1,1840.0
6424.0,Jo Churchill,Single Donation Entity,5100.0,1,5100.0
6425.0,Steve Reed,Very Small Entity,17052.23,4,4263.0575
6427.0,Karin Smyth,Single Donation Entity,3124.55,1,3124.55
6440.0,Uk-Eu Open Policy Limited (Campaign Name: Best For Britain),Small Medium Entity,2072831.58,44,47109.80863636364
6462.0,Open Britain Ltd,Very Small Entity,91373.23,3,30457.74333333333
6464.0,World Transformed,Single Donation Entity,30232.76,1,30232.76
6467.0,Referendum Facts Ltd (Campaign Name: Infacts),Small Medium Entity,246525.0,17,14501.470588235294
