DonorId,Donor Name,Donations Value,Donation Events,Donation Mean
21582.0,Mr Michael Clare,5000.0,1,5000.0
21583.0,Silver Cross (Uk) Ltd,25000.0,1,25000.0
21585.0,Mr Edward Atkin,8000.0,1,8000.0
21586.0,Mr James Tyler,7500.0,1,7500.0
21587.0,Patrick A. Fitzpatrick,9975.0,2,4987.5
21588.0,Mr Peter J Hall,5000.0,1,5000.0
21589.0,Mr Peter J Hall,5000.0,1,5000.0
21590.0,Mr James Tyler,5000.0,1,5000.0
21592.0,Ic Technology Uk Limited,120000.0,8,15000.0
21593.0,Ms Alison A Frost,5000.0,1,5000.0
21594.0,Magna Carta Club,17500.0,1,17500.0
21595.0,Mr Norman P Mitchell,4000.0,1,4000.0
21596.0,Mr Torquil Norman,2500.0,1,2500.0
21597.0,Windsor Partners Ltd,84000.0,6,14000.0
21598.0,Mr Peter J Hall,2000.0,1,2000.0
21599.0,Mr Gerald A Davidson,2000.0,1,2000.0
21602.0,New Century Media Ltd,177850.0,13,13680.76923076923
21608.0,Mr Richard Harrington,1200.0,1,1200.0
21609.0,Airlink Group,11200.0,1,11200.0
21610.0,Mr Amos H Chilver,1200.0,1,1200.0
21612.0,The Trichological Clinic Limited,10000.0,1,10000.0
21615.0,Mr Stephen Castle,1135.5,1,1135.5
21616.0,Mr James D Thomas,25000.0,1,25000.0
21618.0,Subsea 7 (Uk Service Company) Ltd,8500.0,1,8500.0
21619.0,General Commercial Agencies Ltd,18700.0,3,6233.333333333333
21620.0,Mr Christopher Headfort,3800.0,3,1266.6666666666667
21621.0,Mr Nicholas J Kaye,1500.0,1,1500.0
21625.0,Mr Steven J Williams,20000.0,1,20000.0
21626.0,Mr Roger M King,2350.0,2,1175.0
21627.0,Lewes Conservative Patrons Club,7500.0,1,7500.0
21628.0,Ennismore Gardens Ltd,7500.0,1,7500.0
21630.0,Mr Richard Boggis-Rolfe,26500.0,1,26500.0
21632.0,Mr David Peake,5000.0,1,5000.0
21633.0,Mr Thomas Henderson,9800.0,2,4900.0
21635.0,Mr Ravi Shankar,2000.0,1,2000.0
21638.0,Entertainment And Leisure Software Publishers Association Ltd,6000.0,1,6000.0
21639.0,Mr William V Cole,1500.0,1,1500.0
21641.0,Mr Stephen C Manion,1080.0,1,1080.0
21642.0,Mr Paul Bowen,375.0,1,375.0
21643.0,Mr Nicolas Roach,39900.0,8,4987.5
21644.0,Barrie O Pettman,30000.0,2,15000.0
21645.0,Hanover Communications International Ltd,39150.0,4,9787.5
21646.0,Mr Christopher  Leach,51000.0,6,8500.0
21647.0,Mr Stephen Brenninkmeijer,8000.0,2,4000.0
21648.0,Ms Jane C Keen,10000.0,1,10000.0
21650.0,Mr Anthony Bamford,50000.0,1,50000.0
21651.0,66 Club,5000.0,1,5000.0
21652.0,Manrows Ltd,13600.0,3,4533.333333333333
21653.0,Mr Norman C Edwards,15000.0,1,15000.0
21655.0,Business Fore,155000.0,14,11071.42857142857
21657.0,Mr Anthony R Poeton,1500.0,1,1500.0
21658.0,Mr Calum Melville,12500.0,1,12500.0
21660.0,Mr John S Wait,2000.0,1,2000.0
21661.0,Elizabet Hibbert-Foy,8000.0,2,4000.0
21662.0,Mr Alan W Morgan,6000.0,1,6000.0
21663.0,Mr Roy Peires,10000.0,1,10000.0
21664.0,Mr Roy Peires,3000.0,1,3000.0
21665.0,Mr Mark Hunter,4340.0,2,2170.0
21665.0,Mr Mark S Futter,5000.0,1,5000.0
21666.0,Simon Marcus,1820.0,2,910.0
21667.0,Ms Katherine Harpin,25000.0,1,25000.0
21668.0,North Enfield Conservative Club,4272.0,1,4272.0
21669.0,Fresh Start,4251.0,1,4251.0
21670.0,Mr Richard Harpin,25000.0,1,25000.0
21671.0,Ms Janet G Mccurrie,5250.0,1,5250.0
21673.0,Yorkshire Developments Limited,4000.0,1,4000.0
21674.0,Mr Willie Wilson,55120.0,4,13780.0
21675.0,Mr John R Maclean,2000.0,1,2000.0
21676.0,Mr Stanley Fink,8600.0,1,8600.0
21677.0,Jeremy Hanley,16000.0,2,8000.0
21678.0,Mr Michael P Hodgson,2000.0,1,2000.0
21679.0,Backup Technology Ltd,5500.0,2,2750.0
21680.0,Mr Mark Tyndall,50000.0,1,50000.0
21681.0,Sir Christopher Gent,11000.0,1,11000.0
21683.0,Euro Rscg Apex Communications Limited,28640.0,5,5728.0
21684.0,Sixty-Six Club,3138.25,1,3138.25
21685.0,Ms Carolyn J Ward,2550.0,1,2550.0
21686.0,Silverdoor Ltd,3040.0,1,3040.0
21687.0,Mr Adrian M Pitts,3100.0,1,3100.0
21688.0,East Surrey Business Club,3000.0,1,3000.0
21689.0,South Derbyshire District Conservative Councillors,3000.0,1,3000.0
21692.0,Ms Harwinna E Hayter,2394.26,1,2394.26
21693.0,Mr Robert Dorrien Smith,17000.0,4,4250.0
21694.0,Woolpit Business Park,2545.44,1,2545.44
21695.0,Mr David Rowland,140000.0,1,140000.0
21696.0,Deerbranch Limited,2500.0,1,2500.0
21697.0,Mr Paul M Ruddock,108000.0,1,108000.0
21698.0,Mr Michael E Slade,52500.0,1,52500.0
21700.0,National Conservative Draw Society,2500.0,1,2500.0
21701.0,Halifax College (Uk) Ltd,5000.0,2,2500.0
21702.0,Mr Richard S Sharp,50000.0,1,50000.0
21703.0,Airedale Mechanical And Electrical Ltd,2500.0,1,2500.0
21705.0,Mr Simon Robertson,50000.0,1,50000.0
21706.0,Mr Kenneth J Costa,49000.0,1,49000.0
21707.0,Mr Christian Meissner,31500.0,1,31500.0
21708.0,Mr James S Thomas,29236.0,1,29236.0
21709.0,Mr David W Harding,27600.0,1,27600.0
21710.0,Mr John B Singer,25600.0,1,25600.0
21711.0,Gerard Griffin,37498.0,2,18749.0
21712.0,Mr Hugh Sloane,25000.0,1,25000.0
21713.0,Mr John L Whiter,9500.0,1,9500.0
21715.0,Mr Patrick Nahon-Fauchier,8500.0,1,8500.0
21718.0,East Sussex County Council Conservative Group,9730.0,5,1946.0
21719.0,Mr Amelia J Winter,8000.0,1,8000.0
21720.0,Mr Paul Daniel,8000.0,1,8000.0
21721.0,Mr John Robinson,7500.0,1,7500.0
21723.0,Mr Neil F Osborn,5250.0,1,5250.0
21724.0,Mr Gerald P Strong,5250.0,1,5250.0
21725.0,Mr Robert Shetler-Jones,5000.0,1,5000.0
21726.0,Mr Robin Birley,5000.0,1,5000.0
21727.0,Mr Miles Q Morland,5000.0,1,5000.0
21728.0,Ms Sally Leeson,5000.0,1,5000.0
21729.0,National Conservative Draws Society,2000.0,1,2000.0
21730.0,Mr Damon P De Laszlo,5000.0,1,5000.0
21731.0,Mr Mark J C Bamford,4999.0,1,4999.0
21732.0,Karali Ltd,2000.0,1,2000.0
21733.0,Mr Jonathan C Chenevix-Trench,2500.0,1,2500.0
21734.0,Sir Timothy Sainsbury,2500.0,1,2500.0
21735.0,W. Wing Yip (London) Limited,2000.0,1,2000.0
21737.0,Mr James A Arbib,12500.0,2,6250.0
21738.0,David L Mayhew,2500.0,1,2500.0
21739.0,Mr Jon P Moynihan,1500.0,1,1500.0
21740.0,Mr David Pj Ross,1500.0,1,1500.0
21741.0,Mr Arnold J Burton,2000.0,1,2000.0
21742.0,Mr John Leavesley,7110.0,1,7110.0
21744.0,Norman Springford,9999.96,2,4999.98
21745.0,Fibrelite Composites Limited,7125.0,3,2375.0
21746.0,Mr Jeremy J Oates,3750.0,1,3750.0
21748.0,Mr James Lyle,50000.0,1,50000.0
21750.0,Mr Martyn Vernon-Smith,1025.0,1,1025.0
21751.0,Ngc Networks Limited,1825.0,1,1825.0
21752.0,Mr Allen Jackson,55000.0,1,55000.0
21754.0,Mrs Elizabeth Jackson,112500.0,3,37500.0
21754.0,Ms Elizabeth Desmond,268523.41000000003,17,15795.494705882355
21755.0,Mr Neville A Baxter,8333.31,1,8333.31
21757.0,Mr Thomas Ft Harrison,50000.0,1,50000.0
21758.0,Merebis Capital Management Llp,1500.0,1,1500.0
21759.0,Harbour Park Ltd,1500.0,1,1500.0
21760.0,Ms Linda Arkley,3000.0,1,3000.0
21761.0,Ms Linda Arkley,3000.0,1,3000.0
21762.0,Mr John J Stainton-Somers,2000.0,1,2000.0
21764.0,Mr Gary Lydiate,25000.0,1,25000.0
21765.0,Duke Of Northumberland,1250.0,1,1250.0
21766.0,Mr Richard S Benson,3010.0,1,3010.0
21767.0,Mr Richard S Benson,1505.0,1,1505.0
21768.0,Mr Borghild M Allan,2000.0,1,2000.0
21769.0,Mr Michael Perkins,5776.0,1,5776.0
21770.0,Mr Thomas Scott,8000.0,1,8000.0
21772.0,South Ribble Conservative Councillors Group,5385.0,3,1795.0
21773.0,George Piskov,5200.0,2,2600.0
21774.0,Ms Susan G Alexander,5600.0,1,5600.0
21775.0,Mr Colin M Chandler,1030.0,1,1030.0
21776.0,Mr Martin Arch,1012.0,1,1012.0
21778.0,Mr John Stewart,1200.0,1,1200.0
21779.0,Mr Graham Parr,1700.0,1,1700.0
21780.0,Mr Ian Armitage,5500.0,1,5500.0
21781.0,Mr Alistair J Mackechnie,3000.0,1,3000.0
21783.0,Ms Melva J Steckles,1150.0,1,1150.0
21785.0,Sweep Ltd,1280.0,1,1280.0
21786.0,Mr William F Condon,5000.0,1,5000.0
21787.0,Mr Michael P Aiken,25000.0,1,25000.0
21788.0,Mr Jeffrey Whalley,250000.0,1,250000.0
21789.0,Mr James E Chestnut,10000.0,1,10000.0
21790.0,Communicator Corporation Ltd,1200.0,1,1200.0
21793.0,Mr Terence C Mordaunt,1600.0,1,1600.0
21794.0,Mr Mark T Hindmarch,1500.0,1,1500.0
21795.0,Bury Conservative Councillors Group,1180.0,1,1180.0
21795.0,Torbay Conservative Councillor Group,2500.0,1,2500.0
21796.0,Mr Peter  Gardiner,11619.6,4,2904.9
21797.0,Andrea Leadsom,8500.0,3,2833.3333333333335
21798.0,Mr Gordon S Prestoungrange,7500.0,1,7500.0
21799.0,Ms Caroline Nash,60000.0,1,60000.0
21800.0,Mr Thomas Entwistle,3000.0,1,3000.0
21801.0,George E Cockram,20000.0,2,10000.0
21802.0,Ms Doris E Flack,7500.0,1,7500.0
21803.0,Mr Eric A Flack,7500.0,1,7500.0
21804.0,Mr Lionel A Edwards,5600.0,1,5600.0
21806.0,Mr Graham J Wooldridge,1293.75,1,1293.75
21807.0,Mr Conrad R Sturt,575.0,1,575.0
21808.0,Mr Barry W Price,250.0,1,250.0
21810.0,Garry Watts,14900.0,2,7450.0
21811.0,Mr William A Hobhouse,8000.0,1,8000.0
21812.0,Mr Grahame N Elliott,10000.0,1,10000.0
21813.0,Mr Al Mihailovits-Hayes,2000.0,1,2000.0
21814.0,Mr Grahame N Elliott,1550.0,1,1550.0
21815.0,Mr Robert N Edmiston,8500.0,1,8500.0
21816.0,Mr Alan B Rhead,3000.0,2,1500.0
21817.0,Mr John Lp Whiter,10000.0,1,10000.0
21818.0,Mr Francis W Whetstone,1050.0,1,1050.0
21819.0,Mr Nicholas Finegold,10000.0,1,10000.0
21820.0,Toby O Baxendale,50000.0,1,50000.0
21821.0,Mr Raymond J Franklin,16000.0,1,16000.0
21824.0,Mr John Madejski,1875.0,1,1875.0
21825.0,Mr Peter G Pusinelli,1500.0,1,1500.0
21826.0,Mr Preston M Rabl,1500.0,1,1500.0
21828.0,Mr Robert Fleming,2000.0,1,2000.0
21829.0,Mr Michael Farmer,252000.0,1,252000.0
21830.0,Mr Abduladem M El Mayet,118000.0,1,118000.0
21831.0,Mr Abdul M Jafar,30000.0,1,30000.0
21832.0,Mr James Stewart,24000.0,1,24000.0
21833.0,Mr Norman Freed,18000.0,1,18000.0
21834.0,Mr Alexander A Fraser,15000.0,1,15000.0
21835.0,Mr Michael J Samuel,12500.0,1,12500.0
21836.0,Mr Pierre Rolin,10000.0,1,10000.0
21837.0,Mr Michael S Bradfield,10000.0,1,10000.0
21838.0,Mr David Tang,10000.0,1,10000.0
21839.0,Mr Edward A Sells,9500.0,1,9500.0
21840.0,Mr Mark J Page,6250.0,1,6250.0
21840.0,Mr Mark John Page,68750.0,7,9821.42857142857
21843.0,Mr Charles F Wigoder,2000.0,1,2000.0
21844.0,Mr Daniel Peltz,1500.0,1,1500.0
21845.0,Mr Martin Ainscough,50000.0,1,50000.0
21846.0,Mr Nicholas R Shott,6500.0,1,6500.0
21847.0,Mr Andrew Scott,6249.0,1,6249.0
21848.0,Lady Mary K Fuller,5980.0,1,5980.0
21849.0,Trudie Styler,3500.0,1,3500.0
21851.0,Mr Johan Christofferson,5000.0,1,5000.0
21854.0,National Conservative Draws Society,2000.0,1,2000.0
21856.0,Win,30887.17,3,10295.723333333333
21859.0,Eric Flack,15000.0,1,15000.0
21861.0,United Utilities Plc,34250.0,4,8562.5
21890.0,Sheffield Labour Group,1992.0,1,1992.0
21892.0,Mr Edward Watts,5000.0,1,5000.0
21893.0,Milton Keynes Labour Group,1614.0,1,1614.0
21895.0,Ms Barbara Follett Mp,3750.0,1,3750.0
21897.0,Universal Systems Solutions (Security) Ltd,1500.0,1,1500.0
21900.0,Sony United Kingdom Limited,1500.0,1,1500.0
21902.0,Southampton Labour Group,1500.0,1,1500.0
21903.0,Tower Hamlets Labour Group,1500.0,1,1500.0
21905.0,Mr Muhammed Shaheen,2000.0,1,2000.0
21908.0,Mr John Moores,5000.0,1,5000.0
21909.0,Mr John Moores,2000.0,1,2000.0
21910.0,Mr Paul Blomfield,5900.0,1,5900.0
21912.0,Paul Blomfield,600.0,2,300.0
21915.0,Norwich Labour Group,1150.0,1,1150.0
21918.0,Mr Stephen Kinsella,44500.0,3,14833.333333333334
21919.0,Mr Peter Carpenter,270.0,1,270.0
21929.0,Mr Stefanos Stefanou,5000.0,1,5000.0
21931.0,Christian Socialist Movement,5353.75,2,2676.875
21932.0,Mr Mohammed Sarwar Mp,4120.66,1,4120.66
21933.0,Mrs Perveen Sarwar,25000.0,3,8333.333333333334
21941.0,Mr Mark Hannam,2500.0,1,2500.0
21944.0,Sophie Linden,1679.8799999999999,2,839.9399999999999
21951.0,South West East Labour Lotteries,3393.3,1,3393.3
21952.0,Polaris Software Lab Limited - Sponsorship,3000.0,1,3000.0
21953.0,Impetus Waste Management Ltd,3000.0,1,3000.0
21954.0,Durham Miners Association,3000.0,1,3000.0
21956.0,Scottish Business Forum (Dissolved),2666.83,1,2666.83
21959.0,Lord David Sainsbury,50000.0,1,50000.0
21961.0,Leeds Labour Group,2500.0,1,2500.0
21962.0,Stroud Divisional Labour Club And Institute Limited,11700.0,6,1950.0
21964.0,Mr Richard Brindle,10000.0,1,10000.0
21965.0,Blyth Valley Labour Group,2328.48,1,2328.48
21978.0,Mr Andy Mccormick,1015.0,1,1015.0
21980.0,Susan Hinchcliffe,1355.0,2,677.5
21982.0,Newham Labour Group,26000.0,1,26000.0
21985.0,Mr Sam Townend,8000.0,1,8000.0
21986.0,Mr Howard Dawber,5000.0,1,5000.0
21989.0,Lambeth Labour Group,14000.0,1,14000.0
21998.0,Manchester Labour Group,10000.0,1,10000.0
21999.0,Southwark Labour Group,10000.0,1,10000.0
22002.0,Mr George Toulmin,1438.0,1,1438.0
22011.0,Ms Barbara Sykes,2500.0,1,2500.0
22034.0,Mr Alastair Mellon,2000.0,1,2000.0
22036.0,Mr Charles Rigby,1276.0,1,1276.0
22037.0,St Helens Labour Group,600.0,1,600.0
22038.0,Mr William L Cox,30000.0,1,30000.0
22047.0,Mr Phylip Hobson,1565.0,1,1565.0
22050.0,Mr Anthony Wilkinson,5000.0,1,5000.0
22051.0,Mr Anthony Wilkinson,1000.0,1,1000.0
22052.0,Mr Gerard F Keating,3000.0,1,3000.0
22053.0,Mr John Shipley,1080.0,1,1080.0
22054.0,Southwark Lib Dem Council Group,1586.16,1,1586.16
22055.0,Cllr Barrie Cooper,1500.0,1,1500.0
22056.0,Mr Anthony Bunker,3750.0,1,3750.0
22057.0,Kirklees Lib Dem Council Group,1521.91,1,1521.91
22058.0,Mr C Neil Phoenix,3750.0,1,3750.0
22059.0,Mr William Newton-Dunn,900.0,1,900.0
22060.0,Mr Michael Huscroft,1101.0,1,1101.0
22061.0,Hull Lib Dem Council Group,1500.0,1,1500.0
22063.0,New Forest Lib Dem Print Society,1500.0,1,1500.0
22064.0,Shrewsbury Liberal Club,1500.0,1,1500.0
22067.0,West Berks Lib Dem Council Group,1500.0,1,1500.0
22068.0,Mr Ismail Kurdi,4900.0,1,4900.0
22069.0,Mr Andrew Tebbutt,1350.0,1,1350.0
22070.0,Mr Alan Beith,750.0,1,750.0
22071.0,Ms April Pond,1850.0,1,1850.0
22072.0,Professor John Howson,10000.0,1,10000.0
22073.0,Professor John Howson,1000.0,1,1000.0
22074.0,Mr Hugh Simpson-Wells,750.0,1,750.0
22075.0,Mr Mohammed Afzal Anwar,1300.0,1,1300.0
22076.0,Mrs Annette Brooke,2100.0,1,2100.0
22077.0,Sheffield Lib Dem Council Group,1410.55,1,1410.55
22081.0,Mr Richard Jensen,1076.22,1,1076.22
22082.0,Mrs Terry Hall,1033.11,1,1033.11
22083.0,Dr Eleanor Scott,1033.11,1,1033.11
22084.0,Mr Gerald Vernon-Jackson,816.26,1,816.26
22085.0,Mr Roger Williams,1350.0,1,1350.0
22086.0,Mr Mark Jewell,1600.0,1,1600.0
22087.0,Lord Watson Of Richmond,2500.0,1,2500.0
22088.0,Mr Anthony R Munro-Davies,2000.0,1,2000.0
22089.0,Mr Andrew Jukes,2000.0,1,2000.0
22090.0,Huntingdonshire Lib Dem Council Group,1296.0,1,1296.0
22091.0,Mr Ian Wright,1350.0,1,1350.0
22092.0,Mr Jason Zadrozny,1620.0,1,1620.0
22094.0,Mrs Fiona Asbury,1530.0,1,1530.0
22096.0,Mrs Rachel Madden,750.0,1,750.0
22097.0,Mr Brian Roper,4554.0,1,4554.0
22098.0,Mr Paul Strasburger,2600.0,1,2600.0
22099.0,Miss Emily Cox,1350.0,1,1350.0
22100.0,Mr Martin Mullaney,1350.0,1,1350.0
22101.0,Mr Ernie Hendricks,1350.0,1,1350.0
22104.0,Dr Alun Griffiths,900.0,1,900.0
22105.0,Cllr Gordon Birtwistle,700.0,1,700.0
22107.0,Mr Roderick  Cantrill,46473.0,7,6639.0
22110.0,Miss Janet Grauberg,1682.2,1,1682.2
22111.0,Mr Keith Moffitt,1580.0,1,1580.0
22112.0,Ms Flick Rea,1560.0,1,1560.0
22114.0,Cllr Chris Naylor,1440.0,1,1440.0
22115.0,Mr Russell Eagling,1315.0,1,1315.0
22117.0,Mr David Simmons,1000.0,1,1000.0
22118.0,Mr Rodney Berman,1899.87,1,1899.87
22119.0,Mr William H Dodson,1789.32,1,1789.32
22120.0,Dr Simon Wakefield,1729.89,1,1729.89
22121.0,Mr Mark Stephens,1615.22,1,1615.22
22122.0,Mr John Dixon,1574.44,1,1574.44
22123.0,Miss Jennifer Willott,1350.0,1,1350.0
22124.0,Mrs Margaret Jones,1265.13,1,1265.13
22125.0,Mr Keith Hyde,1198.89,1,1198.89
22126.0,Mrs Freda Salway,1170.0,1,1170.0
22129.0,Mrs Judith Woodman,1027.26,1,1027.26
22130.0,Mr Nigel Howells,370.28,1,370.28
22131.0,Roger Michael Isherwood,1604.0,1,1604.0
22132.0,Mr Lembit Opik,1350.0,1,1350.0
22133.0,Mr Mark Williams,1350.0,1,1350.0
22134.0,Cllr Tom Smith-Hughes,1049.0,1,1049.0
22135.0,Mr Colin Hay,1888.0,1,1888.0
22138.0,Mr John Morris,1368.0,1,1368.0
22140.0,Dr Alan Day,750.0,1,750.0
22142.0,Oldham Lib Dem Council Group,8250.0,1,8250.0
22143.0,Mrs Joan Ramsden,10000.0,1,10000.0
22144.0,Newcastle-Upon-Tyne Lib Dem Council Group,8000.0,1,8000.0
22145.0,Mr Paul Holmes,1162.32,1,1162.32
22146.0,New Forest Lib Dem Council Group,8000.0,1,8000.0
22147.0,Mr Martin Hunt,1440.0,1,1440.0
22149.0,Cllr Margaret Fisher,1350.0,1,1350.0
22150.0,Mrs Theresa Higgins,1278.0,1,1278.0
22151.0,Cllr Nigel Offen,4225.0,3,1408.3333333333333
22152.0,Lord Roberts Of Llandudno,3310.0,1,3310.0
22153.0,Ms Paula Dolphin,7956.139999999999,2,3978.0699999999997
22154.0,Miss Joanna N Kenny,2185.73,1,2185.73
22155.0,Miss Joanna N Kenny,1010.0,1,1010.0
22156.0,Mr Leigh Ibbotson,1000.0,1,1000.0
22157.0,Mr Edward Weston,1257.0,1,1257.0
22159.0,Mr Alan Reid Mp,9569.46,1,9569.46
22160.0,Mr Alan Reid Mp,1247.05,1,1247.05
22161.0,Miss Carol Woods,1140.0,1,1140.0
22162.0,Ms Diana Wallis,2500.0,1,2500.0
22163.0,Mrs Beryl Healy,1310.0,1,1310.0
22165.0,Mr Nicholas Couldrey,1125.0,1,1125.0
22166.0,Cllr Anne Winstanley,630.0,1,630.0
22167.0,Mr Mike Hancock Mp,1033.11,1,1033.11
22168.0,Mr Richard Dixon,2500.0,1,2500.0
22169.0,Ms Elspeth Attwooll,1125.0,1,1125.0
22170.0,Mr Edmund Douglas-Pennant,5015.52,1,5015.52
22173.0,Cllr Gail Engert,1053.0,1,1053.0
22175.0,Mr Barrie Taylor,1328.0,1,1328.0
22177.0,Mr Peter Downes,1260.0,1,1260.0
22178.0,Mr Mark Bennett Obe,7500.0,4,1875.0
22179.0,Mr John Leech,1200.0,1,1200.0
22180.0,William Barritt,17810.0,8,2226.25
22181.0,Mr James King,1640.0,1,1640.0
22182.0,Mr Robert Gorrie,699.6,1,699.6
22183.0,Ms Kirsten Bayes,450.0,1,450.0
22186.0,Dr Tim Lockington,750.0,1,750.0
22187.0,St Albans Liberal Printing Society,3000.0,1,3000.0
22188.0,Richmond-U-Thames Lib Dem Council Group,3000.0,1,3000.0
22189.0,Mr James Kempton,1470.0,1,1470.0
22190.0,Mr Terry Stacey,1310.0,1,1310.0
22192.0,Mr Rhodri Jamieson-Ball,1170.0,1,1170.0
22193.0,Lewisham Lib Dem Council Group,2810.33,1,2810.33
22194.0,Ms Marisha Ray,1080.0,1,1080.0
22195.0,Mrs Ursula Wolley,1080.0,1,1080.0
22196.0,Mr John Gilbert,1080.0,1,1080.0
22197.0,Gateshead Lib Dem Council Group,2600.0,1,2600.0
22198.0,Ms Lucy Watt,1080.0,1,1080.0
22199.0,Mr George Allan,1080.0,1,1080.0
22200.0,Cllr Ruth Polling,705.0,1,705.0
22201.0,West Berks Lib Dem Council Group,2500.0,1,2500.0
22202.0,St Helens Lib Dem Council Group,2500.0,1,2500.0
22203.0,Leeds Lib Dem Council Group,2500.0,1,2500.0
22204.0,Eastleigh Lib Dem Council Group,2461.0,1,2461.0
22205.0,Burnley Lib Dem Council Group,39180.0,23,1703.4782608695652
22207.0,The Intensive Scholl Of English & Business Communication Ltd,2089.25,1,2089.25
22212.0,The Hume House & Ed Bonner Co Ltd,4000.0,2,2000.0
22213.0,Lord Brian Paddick,11675.0,7,1667.857142857143
22216.0,Mrs Joyce Wainwright,1500.0,1,1500.0
22217.0,Mr Pat Ost,1305.0,1,1305.0
22218.0,Mr Jon Freeman,1215.0,1,1215.0
22219.0,Cllr Ann De Vecchi,1152.0,1,1152.0
22220.0,Mr Norman Baker,750.0,1,750.0
22221.0,Mr Mark Bennett,2300.0,1,2300.0
22222.0,Mr Kevin Lang,3540.0,1,3540.0
22223.0,Mr Christopher Butler,900.0,1,900.0
22224.0,Mr Martin Pantling,690.0,1,690.0
22225.0,Mr John Savage,1200.0,1,1200.0
22226.0,Mr Paul Massey,1035.0,1,1035.0
22227.0,Mr Colin Kinnear,855.0,1,855.0
22228.0,Hertfordshire Cc Lib Dem Group,1860.0,1,1860.0
22229.0,Ms Liz Leffman,900.0,1,900.0
22231.0,Test Valley Lib Dem Council Group,814.26,1,814.26
22232.0,Mr Duncan Greenland,4740.0,1,4740.0
22233.0,Mr Peter Dunphy,3100.0,1,3100.0
22234.0,Manchester Lib Dem Council Group,750.0,1,750.0
22235.0,Mr Duncan Greenland,1011.0,1,1011.0
22236.0,Mr Peter Dunphy,1010.0,1,1010.0
22237.0,Mr Duncan Greenland,1000.0,1,1000.0
22238.0,Mr Duncan Greenland,1000.0,1,1000.0
22240.0,Mrs Jackie Porter,2750.0,1,2750.0
22241.0,Mrs Charlotte Bailey,1920.0,1,1920.0
22243.0,Mrs Rosie Sharpley,1500.0,1,1500.0
22244.0,Jamie Sharpley,612.0,1,612.0
22245.0,Mr Paul Strasburger,2949.0,1,2949.0
22246.0,Mrs Lynn Stagg,2537.6099999999997,2,1268.8049999999998
22248.0,Professor Keith Branigan,2760.0,1,2760.0
22249.0,Mr David Black,2000.0,1,2000.0
22250.0,Mr Peter Carroll,1149.0,1,1149.0
22251.0,Mr Peter Carroll,1029.0,1,1029.0
22252.0,Mr Tim Prater,780.0,1,780.0
22254.0,Mr John Walker,2000.0,1,2000.0
22256.0,Elysium Ltd,1200.0,1,1200.0
22258.0,Mr Howard Gawler,1080.0,1,1080.0
22259.0,Mr Paul Harrod,750.0,1,750.0
22260.0,Taunton Deane Lib Dem Council Group,1200.0,1,1200.0
22261.0,Mrs Joan E Stocker,2000.0,1,2000.0
22262.0,Mr John Studholme,1375.0,1,1375.0
22263.0,Mr Tim Farron,840.0,1,840.0
22264.0,Mr Robert Brown,1182.87,1,1182.87
22265.0,Mr Tim T Ray,1500.0,1,1500.0
22266.0,Ms Caroline Pidgeon,3100.0,2,1550.0
22268.0,Mr John Brennan,1170.0,1,1170.0
22269.0,Ms Ruth  Dombey,13880.0,8,1735.0
22270.0,Mr John Drage,8517.5,4,2129.375
22271.0,Cllr Kirsty Jerome,690.0,1,690.0
22272.0,Mrs Sarah Wakefield,755.0,1,755.0
22273.0,North Norfolk Lib Dem Council Group,1043.34,1,1043.34
22274.0,Cllr Alan Dean,1080.0,1,1080.0
22275.0,Mr Philip Young,10000.0,1,10000.0
22276.0,Lord Na Goodhart,2000.0,1,2000.0
22277.0,Lord Na Goodhart,1400.0,1,1400.0
22278.0,Mr Richard Farrell,1300.0,1,1300.0
22279.0,Mr Robert Wheatley,5000.0,1,5000.0
22280.0,Mr Robert Wheatley,2125.0,1,2125.0
22281.0,Mr Farooq Qureshi,1292.0,1,1292.0
22282.0,Cllr Bob Sullivan,1134.0,1,1134.0
22283.0,Mr Alan Burtenshaw,1575.0,1,1575.0
22285.0,Ms Sal Brinton,900.0,1,900.0
22286.0,Mrs Mary Taylor,900.0,1,900.0
22287.0,Mrs Katherine Smyth,1745.0,1,1745.0
22288.0,Mr Neil Sherlock,1500.0,1,1500.0
22289.0,Mr Neil Sherlock,1000.0,1,1000.0
22290.0,Mr Neil Sherlock,835.0,1,835.0
22291.0,Mr Neil Sherlock,780.0,1,780.0
22293.0,Ms Lisa Fairtlough,3000.0,1,3000.0
22294.0,Mr Chris Savory,1350.0,1,1350.0
22295.0,Dr J Vincent Cable,2776.11,1,2776.11
22296.0,Mrs Barbara Studholme,1375.0,1,1375.0
22297.0,Ensign Print Society,1200.0,1,1200.0
22299.0,Northampton Cc Lib Dem Group,13216.0,3,4405.333333333333
22300.0,Mr Andrew Walker,2196.63,1,2196.63
22302.0,West Sussex Lib Dem Cc Group,956.6,1,956.6
22303.0,Newport Lib Dem Council Group,2714.46,1,2714.46
22304.0,Ms Shas Sheehan,3520.0,2,1760.0
22307.0,Mr Ajmal Mansoor,1607.0,1,1607.0
22309.0,Mr Roderick J Lynch,25446.0,6,4241.0
22310.0,Mr Ian Watson,16250.0,1,16250.0
22311.0,Mr Colin Beattie,986.9,1,986.9
22313.0,Mr Godfrey Bloom,800.0,1,800.0
22314.0,Mr William Macdougall,6500.0,1,6500.0
22316.0,Mr Jack Peyton,42799.75,1,42799.75
22317.0,Mr Gerard Batten,800.0,1,800.0
